index,ori_filename,adv_filename,ori_recorded_label,adv_recorded_label,ori_fresh_pred,adv_fresh_pred,ori_matches_recorded,was_successful_attack,included_in_adv_accuracy,adv_accuracy_match
37,ori_37_IMAGENET_3599_resnet50.png,adv_37_IMAGENET_3599_resnet50.png,812,540,812,540,True,True,True,True
38,ori_38_IMAGENET_3599_resnet50.png,adv_38_IMAGENET_3599_resnet50.png,600,517,600,600,True,True,True,False
39,ori_39_IMAGENET_3599_resnet50.png,adv_39_IMAGENET_3599_resnet50.png,740,845,845,845,False,True,True,True
40,ori_40_IMAGENET_3599_resnet50.png,adv_40_IMAGENET_3599_resnet50.png,833,693,833,693,True,True,True,True
41,ori_41_IMAGENET_3599_resnet50.png,adv_41_IMAGENET_3599_resnet50.png,471,856,471,471,True,True,True,False
42,ori_42_IMAGENET_3599_resnet50.png,adv_42_IMAGENET_3599_resnet50.png,744,657,657,657,False,True,True,True
43,ori_43_IMAGENET_3599_resnet50.png,adv_43_IMAGENET_3599_resnet50.png,833,510,833,833,True,True,True,False
44,ori_44_IMAGENET_3599_resnet50.png,adv_44_IMAGENET_3599_resnet50.png,404,908,404,404,True,True,True,False
45,ori_45_IMAGENET_3599_resnet50.png,adv_45_IMAGENET_3599_resnet50.png,600,421,600,600,True,True,True,False
46,ori_46_IMAGENET_3599_resnet50.png,adv_46_IMAGENET_3599_resnet50.png,609,803,803,803,False,True,True,True
47,ori_47_IMAGENET_3599_resnet50.png,adv_47_IMAGENET_3599_resnet50.png,628,536,536,536,False,True,True,True
48,ori_48_IMAGENET_3599_resnet50.png,adv_48_IMAGENET_3599_resnet50.png,763,473,473,473,False,True,True,True
49,ori_49_IMAGENET_3599_resnet50.png,adv_49_IMAGENET_3599_resnet50.png,657,812,657,812,True,True,True,True
50,ori_50_IMAGENET_3599_resnet50.png,adv_50_IMAGENET_3599_resnet50.png,764,886,886,886,False,True,True,True
51,ori_51_IMAGENET_3599_resnet50.png,adv_51_IMAGENET_3599_resnet50.png,521,509,521,509,True,True,True,True
52,ori_52_IMAGENET_3599_resnet50.png,adv_52_IMAGENET_3599_resnet50.png,524,461,461,461,False,True,True,True
53,ori_53_IMAGENET_3599_resnet50.png,adv_53_IMAGENET_3599_resnet50.png,732,478,732,732,True,True,True,False
54,ori_54_IMAGENET_3599_resnet50.png,adv_54_IMAGENET_3599_resnet50.png,867,675,867,867,True,True,True,False
55,ori_55_IMAGENET_3599_resnet50.png,adv_55_IMAGENET_3599_resnet50.png,413,764,413,413,True,True,True,False
56,ori_56_IMAGENET_3599_resnet50.png,adv_56_IMAGENET_3599_resnet50.png,524,461,524,461,True,True,True,True
57,ori_57_IMAGENET_3599_resnet50.png,adv_57_IMAGENET_3599_resnet50.png,590,754,590,754,True,True,True,True
58,ori_58_IMAGENET_3599_resnet50.png,adv_58_IMAGENET_3599_resnet50.png,581,971,581,581,True,True,True,False
59,ori_59_IMAGENET_3599_resnet50.png,adv_59_IMAGENET_3599_resnet50.png,628,832,628,628,True,True,True,False
60,ori_60_IMAGENET_3599_resnet50.png,adv_60_IMAGENET_3599_resnet50.png,587,902,902,902,False,True,True,True
61,ori_61_IMAGENET_3599_resnet50.png,adv_61_IMAGENET_3599_resnet50.png,764,413,764,764,True,True,True,False
62,ori_62_IMAGENET_3599_resnet50.png,adv_62_IMAGENET_3599_resnet50.png,447,978,447,447,True,True,True,False
63,ori_63_IMAGENET_3599_resnet50.png,adv_63_IMAGENET_3599_resnet50.png,888,565,888,565,True,True,True,True
64,ori_64_IMAGENET_3599_resnet50.png,adv_64_IMAGENET_3599_resnet50.png,724,780,780,780,False,True,True,True
65,ori_65_IMAGENET_3599_resnet50.png,adv_65_IMAGENET_3599_resnet50.png,408,847,847,847,False,True,True,True
66,ori_66_IMAGENET_3599_resnet50.png,adv_66_IMAGENET_3599_resnet50.png,633,721,633,721,True,True,True,True
67,ori_67_IMAGENET_3599_resnet50.png,adv_67_IMAGENET_3599_resnet50.png,862,645,862,645,True,True,True,True
68,ori_68_IMAGENET_3599_resnet50.png,adv_68_IMAGENET_3599_resnet50.png,688,800,688,688,True,True,True,False
69,ori_69_IMAGENET_3599_resnet50.png,adv_69_IMAGENET_3599_resnet50.png,465,615,615,615,False,True,True,True
70,ori_70_IMAGENET_3599_resnet50.png,adv_70_IMAGENET_3599_resnet50.png,489,387,489,489,True,True,True,False
71,ori_71_IMAGENET_3599_resnet50.png,adv_71_IMAGENET_3599_resnet50.png,628,832,628,832,True,True,True,True
72,ori_72_IMAGENET_3599_resnet50.png,adv_72_IMAGENET_3599_resnet50.png,587,696,587,696,True,True,True,True
73,ori_73_IMAGENET_3599_resnet50.png,adv_73_IMAGENET_3599_resnet50.png,724,780,724,724,True,True,True,False
74,ori_74_IMAGENET_3599_resnet50.png,adv_74_IMAGENET_3599_resnet50.png,734,468,734,468,True,True,True,True
75,ori_75_IMAGENET_3599_resnet50.png,adv_75_IMAGENET_3599_resnet50.png,764,877,764,877,True,True,True,True
76,ori_76_IMAGENET_3599_resnet50.png,adv_76_IMAGENET_3599_resnet50.png,771,865,771,865,True,True,True,True
77,ori_77_IMAGENET_3599_resnet50.png,adv_77_IMAGENET_3599_resnet50.png,787,577,787,787,True,True,True,False
78,ori_78_IMAGENET_3599_resnet50.png,adv_78_IMAGENET_3599_resnet50.png,724,611,724,611,True,True,True,True
79,ori_79_IMAGENET_3599_resnet50.png,adv_79_IMAGENET_3599_resnet50.png,830,701,830,701,True,True,True,True
80,ori_80_IMAGENET_3599_resnet50.png,adv_80_IMAGENET_3599_resnet50.png,830,174,830,174,True,True,True,True
81,ori_81_IMAGENET_3599_resnet50.png,adv_81_IMAGENET_3599_resnet50.png,646,509,646,509,True,True,True,True
82,ori_82_IMAGENET_3599_resnet50.png,adv_82_IMAGENET_3599_resnet50.png,635,577,635,577,True,True,True,True
83,ori_83_IMAGENET_3599_resnet50.png,adv_83_IMAGENET_3599_resnet50.png,830,450,830,830,True,True,True,False
84,ori_84_IMAGENET_3599_resnet50.png,adv_84_IMAGENET_3599_resnet50.png,745,732,732,732,False,True,True,True
85,ori_85_IMAGENET_3599_resnet50.png,adv_85_IMAGENET_3599_resnet50.png,413,523,523,523,False,True,True,True
86,ori_86_IMAGENET_3599_resnet50.png,adv_86_IMAGENET_3599_resnet50.png,764,623,764,764,True,True,True,False
87,ori_87_IMAGENET_3599_resnet50.png,adv_87_IMAGENET_3599_resnet50.png,732,0,732,644,True,False,False,
88,ori_88_IMAGENET_3599_resnet50.png,adv_88_IMAGENET_3599_resnet50.png,820,716,820,820,True,True,True,False
89,ori_89_IMAGENET_3599_resnet50.png,adv_89_IMAGENET_3599_resnet50.png,510,839,510,839,True,True,True,True
90,ori_90_IMAGENET_3599_resnet50.png,adv_90_IMAGENET_3599_resnet50.png,754,485,485,485,False,True,True,True
91,ori_91_IMAGENET_3599_resnet50.png,adv_91_IMAGENET_3599_resnet50.png,404,701,404,404,True,True,True,False
92,ori_92_IMAGENET_3599_resnet50.png,adv_92_IMAGENET_3599_resnet50.png,797,831,797,797,True,True,True,False
93,ori_93_IMAGENET_3599_resnet50.png,adv_93_IMAGENET_3599_resnet50.png,471,653,471,653,True,True,True,True
94,ori_94_IMAGENET_3599_resnet50.png,adv_94_IMAGENET_3599_resnet50.png,826,563,563,563,False,True,True,True
95,ori_95_IMAGENET_3599_resnet50.png,adv_95_IMAGENET_3599_resnet50.png,745,598,598,598,False,True,True,True
96,ori_96_IMAGENET_3599_resnet50.png,adv_96_IMAGENET_3599_resnet50.png,701,723,701,701,True,True,True,False
97,ori_97_IMAGENET_3599_resnet50.png,adv_97_IMAGENET_3599_resnet50.png,590,487,487,487,False,True,True,True
98,ori_98_IMAGENET_3599_resnet50.png,adv_98_IMAGENET_3599_resnet50.png,404,908,404,908,True,True,True,True
99,ori_99_IMAGENET_3599_resnet50.png,adv_99_IMAGENET_3599_resnet50.png,657,744,744,744,False,True,True,True
100,ori_100_IMAGENET_3599_resnet50.png,adv_100_IMAGENET_3599_resnet50.png,471,595,471,471,True,True,True,False
101,ori_101_IMAGENET_3599_resnet50.png,adv_101_IMAGENET_3599_resnet50.png,821,718,821,718,True,True,True,True
102,ori_102_IMAGENET_3599_resnet50.png,adv_102_IMAGENET_3599_resnet50.png,888,440,888,888,True,True,True,False
103,ori_103_IMAGENET_3599_resnet50.png,adv_103_IMAGENET_3599_resnet50.png,764,763,763,763,False,True,True,True
104,ori_104_IMAGENET_3599_resnet50.png,adv_104_IMAGENET_3599_resnet50.png,740,891,891,891,False,True,True,True
105,ori_105_IMAGENET_3599_resnet50.png,adv_105_IMAGENET_3599_resnet50.png,403,540,403,403,True,True,True,False
106,ori_106_IMAGENET_3599_resnet50.png,adv_106_IMAGENET_3599_resnet50.png,587,884,884,884,False,True,True,True
107,ori_107_IMAGENET_3599_resnet50.png,adv_107_IMAGENET_3599_resnet50.png,862,430,862,430,True,True,True,True
108,ori_108_IMAGENET_3599_resnet50.png,adv_108_IMAGENET_3599_resnet50.png,405,982,405,405,True,True,True,False
109,ori_109_IMAGENET_3599_resnet50.png,adv_109_IMAGENET_3599_resnet50.png,724,871,724,871,True,True,True,True
110,ori_110_IMAGENET_3599_resnet50.png,adv_110_IMAGENET_3599_resnet50.png,518,417,518,518,True,True,True,False
111,ori_111_IMAGENET_3599_resnet50.png,adv_111_IMAGENET_3599_resnet50.png,862,470,862,470,True,True,True,True
112,ori_112_IMAGENET_3599_resnet50.png,adv_112_IMAGENET_3599_resnet50.png,536,403,536,403,True,True,True,True
113,ori_113_IMAGENET_3599_resnet50.png,adv_113_IMAGENET_3599_resnet50.png,740,535,740,740,True,True,True,False
114,ori_114_IMAGENET_3599_resnet50.png,adv_114_IMAGENET_3599_resnet50.png,417,879,417,417,True,True,True,False
115,ori_115_IMAGENET_3599_resnet50.png,adv_115_IMAGENET_3599_resnet50.png,518,673,673,673,False,True,True,True
116,ori_116_IMAGENET_3599_resnet50.png,adv_116_IMAGENET_3599_resnet50.png,763,784,763,763,True,True,True,False
117,ori_117_IMAGENET_3599_resnet50.png,adv_117_IMAGENET_3599_resnet50.png,812,971,812,971,True,True,True,True
118,ori_118_IMAGENET_3599_resnet50.png,adv_118_IMAGENET_3599_resnet50.png,867,864,867,867,True,True,True,False
119,ori_119_IMAGENET_3599_resnet50.png,adv_119_IMAGENET_3599_resnet50.png,771,478,771,771,True,True,True,False
120,ori_120_IMAGENET_3599_resnet50.png,adv_120_IMAGENET_3599_resnet50.png,761,613,761,613,True,True,True,True
121,ori_121_IMAGENET_3599_resnet50.png,adv_121_IMAGENET_3599_resnet50.png,471,847,471,471,True,True,True,False
122,ori_122_IMAGENET_3599_resnet50.png,adv_122_IMAGENET_3599_resnet50.png,754,593,754,754,True,True,True,False
123,ori_123_IMAGENET_3599_resnet50.png,adv_123_IMAGENET_3599_resnet50.png,590,681,590,681,True,True,True,True
124,ori_124_IMAGENET_3599_resnet50.png,adv_124_IMAGENET_3599_resnet50.png,404,908,404,908,True,True,True,True
125,ori_125_IMAGENET_3599_resnet50.png,adv_125_IMAGENET_3599_resnet50.png,732,452,732,732,True,True,True,False
126,ori_126_IMAGENET_3599_resnet50.png,adv_126_IMAGENET_3599_resnet50.png,732,688,732,688,True,True,True,True
127,ori_127_IMAGENET_3599_resnet50.png,adv_127_IMAGENET_3599_resnet50.png,650,819,819,819,False,True,True,True
128,ori_128_IMAGENET_3599_resnet50.png,adv_128_IMAGENET_3599_resnet50.png,536,576,536,576,True,True,True,True
129,ori_129_IMAGENET_3599_resnet50.png,adv_129_IMAGENET_3599_resnet50.png,745,423,423,423,False,True,True,True
130,ori_130_IMAGENET_3599_resnet50.png,adv_130_IMAGENET_3599_resnet50.png,540,561,540,561,True,True,True,True
131,ori_131_IMAGENET_3599_resnet50.png,adv_131_IMAGENET_3599_resnet50.png,835,977,977,977,False,True,True,True
132,ori_132_IMAGENET_3599_resnet50.png,adv_132_IMAGENET_3599_resnet50.png,633,971,633,633,True,True,True,False
133,ori_133_IMAGENET_3599_resnet50.png,adv_133_IMAGENET_3599_resnet50.png,755,405,755,755,True,True,True,False
134,ori_134_IMAGENET_3599_resnet50.png,adv_134_IMAGENET_3599_resnet50.png,672,976,672,672,True,True,True,False
135,ori_135_IMAGENET_3599_resnet50.png,adv_135_IMAGENET_3599_resnet50.png,664,527,527,527,False,True,True,True
136,ori_136_IMAGENET_3599_resnet50.png,adv_136_IMAGENET_3599_resnet50.png,628,765,628,765,True,True,True,True
137,ori_137_IMAGENET_3599_resnet50.png,adv_137_IMAGENET_3599_resnet50.png,664,632,632,527,False,True,True,False
138,ori_138_IMAGENET_3599_resnet50.png,adv_138_IMAGENET_3599_resnet50.png,758,879,879,879,False,True,True,True
139,ori_139_IMAGENET_3599_resnet50.png,adv_139_IMAGENET_3599_resnet50.png,487,800,487,487,True,True,True,False
140,ori_140_IMAGENET_3599_resnet50.png,adv_140_IMAGENET_3599_resnet50.png,695,507,507,507,False,True,True,True
141,ori_141_IMAGENET_3599_resnet50.png,adv_141_IMAGENET_3599_resnet50.png,417,701,417,701,True,True,True,True
142,ori_142_IMAGENET_3599_resnet50.png,adv_142_IMAGENET_3599_resnet50.png,847,471,471,471,False,True,True,True
143,ori_143_IMAGENET_3599_resnet50.png,adv_143_IMAGENET_3599_resnet50.png,628,694,628,628,True,True,True,False
144,ori_144_IMAGENET_3599_resnet50.png,adv_144_IMAGENET_3599_resnet50.png,847,586,847,586,True,True,True,True
145,ori_145_IMAGENET_3599_resnet50.png,adv_145_IMAGENET_3599_resnet50.png,724,832,724,832,True,True,True,True
146,ori_146_IMAGENET_3599_resnet50.png,adv_146_IMAGENET_3599_resnet50.png,835,879,835,835,True,True,True,False
147,ori_147_IMAGENET_3599_resnet50.png,adv_147_IMAGENET_3599_resnet50.png,447,971,447,971,True,True,True,True
148,ori_148_IMAGENET_3599_resnet50.png,adv_148_IMAGENET_3599_resnet50.png,847,586,847,847,True,True,True,False
149,ori_149_IMAGENET_3599_resnet50.png,adv_149_IMAGENET_3599_resnet50.png,754,711,711,711,False,True,True,True
150,ori_150_IMAGENET_3599_resnet50.png,adv_150_IMAGENET_3599_resnet50.png,414,636,414,636,True,True,True,True
151,ori_151_IMAGENET_3599_resnet50.png,adv_151_IMAGENET_3599_resnet50.png,414,556,414,414,True,True,True,False
152,ori_152_IMAGENET_3599_resnet50.png,adv_152_IMAGENET_3599_resnet50.png,826,590,826,590,True,True,True,True
153,ori_153_IMAGENET_3599_resnet50.png,adv_153_IMAGENET_3599_resnet50.png,867,555,867,555,True,True,True,True
154,ori_154_IMAGENET_3599_resnet50.png,adv_154_IMAGENET_3599_resnet50.png,745,485,745,485,True,True,True,True
155,ori_155_IMAGENET_3599_resnet50.png,adv_155_IMAGENET_3599_resnet50.png,650,513,650,513,True,True,True,True
156,ori_156_IMAGENET_3599_resnet50.png,adv_156_IMAGENET_3599_resnet50.png,524,505,505,505,False,True,True,True
157,ori_157_IMAGENET_3599_resnet50.png,adv_157_IMAGENET_3599_resnet50.png,821,718,821,718,True,True,True,True
158,ori_158_IMAGENET_3599_resnet50.png,adv_158_IMAGENET_3599_resnet50.png,413,652,652,652,False,True,True,True
159,ori_159_IMAGENET_3599_resnet50.png,adv_159_IMAGENET_3599_resnet50.png,570,691,691,691,False,True,True,True
160,ori_160_IMAGENET_3599_resnet50.png,adv_160_IMAGENET_3599_resnet50.png,763,709,763,763,True,True,True,False
161,ori_161_IMAGENET_3599_resnet50.png,adv_161_IMAGENET_3599_resnet50.png,744,884,884,884,False,True,True,True
162,ori_162_IMAGENET_3599_resnet50.png,adv_162_IMAGENET_3599_resnet50.png,862,608,608,608,False,True,True,True
163,ori_163_IMAGENET_3599_resnet50.png,adv_163_IMAGENET_3599_resnet50.png,801,396,801,801,True,True,True,False
164,ori_164_IMAGENET_3599_resnet50.png,adv_164_IMAGENET_3599_resnet50.png,835,498,498,498,False,True,True,True
165,ori_165_IMAGENET_3599_resnet50.png,adv_165_IMAGENET_3599_resnet50.png,761,487,761,761,True,True,True,False
166,ori_166_IMAGENET_3599_resnet50.png,adv_166_IMAGENET_3599_resnet50.png,635,409,409,409,False,True,True,True
167,ori_167_IMAGENET_3599_resnet50.png,adv_167_IMAGENET_3599_resnet50.png,745,971,745,745,True,True,True,False
168,ori_168_IMAGENET_3599_resnet50.png,adv_168_IMAGENET_3599_resnet50.png,596,67,67,67,False,True,True,True
169,ori_169_IMAGENET_3599_resnet50.png,adv_169_IMAGENET_3599_resnet50.png,763,703,763,703,True,True,True,True
170,ori_170_IMAGENET_3599_resnet50.png,adv_170_IMAGENET_3599_resnet50.png,740,587,740,740,True,True,True,False
171,ori_171_IMAGENET_3599_resnet50.png,adv_171_IMAGENET_3599_resnet50.png,535,444,535,444,True,True,True,True
172,ori_172_IMAGENET_3599_resnet50.png,adv_172_IMAGENET_3599_resnet50.png,755,834,755,755,True,True,True,False
173,ori_173_IMAGENET_3599_resnet50.png,adv_173_IMAGENET_3599_resnet50.png,701,879,701,701,True,True,True,False
174,ori_174_IMAGENET_3599_resnet50.png,adv_174_IMAGENET_3599_resnet50.png,847,408,847,408,True,True,True,True
175,ori_175_IMAGENET_3599_resnet50.png,adv_175_IMAGENET_3599_resnet50.png,405,417,405,417,True,True,True,True
176,ori_176_IMAGENET_3599_resnet50.png,adv_176_IMAGENET_3599_resnet50.png,672,879,672,672,True,True,True,False
177,ori_177_IMAGENET_3599_resnet50.png,adv_177_IMAGENET_3599_resnet50.png,758,587,587,587,False,True,True,True
178,ori_178_IMAGENET_3599_resnet50.png,adv_178_IMAGENET_3599_resnet50.png,596,777,596,596,True,True,True,False
179,ori_179_IMAGENET_3599_resnet50.png,adv_179_IMAGENET_3599_resnet50.png,536,582,536,582,True,True,True,True
180,ori_180_IMAGENET_3599_resnet50.png,adv_180_IMAGENET_3599_resnet50.png,820,595,820,820,True,True,True,False
181,ori_181_IMAGENET_3599_resnet50.png,adv_181_IMAGENET_3599_resnet50.png,763,613,763,613,True,True,True,True
182,ori_182_IMAGENET_3599_resnet50.png,adv_182_IMAGENET_3599_resnet50.png,590,810,590,590,True,True,True,False
183,ori_183_IMAGENET_3599_resnet50.png,adv_183_IMAGENET_3599_resnet50.png,489,695,489,695,True,True,True,True
184,ori_184_IMAGENET_3599_resnet50.png,adv_184_IMAGENET_3599_resnet50.png,754,800,754,800,True,True,True,True
185,ori_185_IMAGENET_3599_resnet50.png,adv_185_IMAGENET_3599_resnet50.png,847,586,847,586,True,True,True,True
186,ori_186_IMAGENET_3599_resnet50.png,adv_186_IMAGENET_3599_resnet50.png,628,808,628,628,True,True,True,False
187,ori_187_IMAGENET_3599_resnet50.png,adv_187_IMAGENET_3599_resnet50.png,701,645,701,701,True,True,True,False
188,ori_188_IMAGENET_3599_resnet50.png,adv_188_IMAGENET_3599_resnet50.png,540,509,540,540,True,True,True,False
189,ori_189_IMAGENET_3599_resnet50.png,adv_189_IMAGENET_3599_resnet50.png,820,703,820,703,True,True,True,True
190,ori_190_IMAGENET_3599_resnet50.png,adv_190_IMAGENET_3599_resnet50.png,590,632,632,632,False,True,True,True
191,ori_191_IMAGENET_3599_resnet50.png,adv_191_IMAGENET_3599_resnet50.png,695,507,695,507,True,True,True,True
192,ori_192_IMAGENET_3599_resnet50.png,adv_192_IMAGENET_3599_resnet50.png,413,764,764,764,False,True,True,True
193,ori_193_IMAGENET_3599_resnet50.png,adv_193_IMAGENET_3599_resnet50.png,830,612,830,830,True,True,True,False
194,ori_194_IMAGENET_3599_resnet50.png,adv_194_IMAGENET_3599_resnet50.png,745,732,732,732,False,True,True,True
195,ori_195_IMAGENET_3599_resnet50.png,adv_195_IMAGENET_3599_resnet50.png,510,730,510,730,True,True,True,True
196,ori_196_IMAGENET_3599_resnet50.png,adv_196_IMAGENET_3599_resnet50.png,754,893,754,754,True,True,True,False
197,ori_197_IMAGENET_3599_resnet50.png,adv_197_IMAGENET_3599_resnet50.png,754,482,482,482,False,True,True,True
198,ori_198_IMAGENET_3599_resnet50.png,adv_198_IMAGENET_3599_resnet50.png,417,701,417,417,True,True,True,False
199,ori_199_IMAGENET_3599_resnet50.png,adv_199_IMAGENET_3599_resnet50.png,465,652,465,652,True,True,True,True
