index,filename,asr,l2_distortion,queries,ssim,psnr,orig_class,adv_class,total_time_seconds
81,images/image_000081.png,True,0.5475737452507019,4080,0.99638796,40.105360320490774,5,4,79.6
82,images/image_000082.png,True,0.9536746144294739,4028,0.98379135,35.2862077149908,4,2,79.6
83,images/image_000083.png,True,0.7941282391548157,4059,0.9937547,36.87639934599168,5,3,79.6
84,images/image_000084.png,True,1.213053822517395,4044,0.9890712,33.19661099824274,7,5,79.6
85,images/image_000085.png,True,0.7655267715454102,4043,0.9931964,37.19500483882299,7,6,79.6
86,images/image_000086.png,True,0.6296287178993225,4029,0.9917834,38.8925218687798,4,7,79.6
87,images/image_000087.png,True,2.041992425918579,4204,0.92429805,28.673129894110584,7,4,79.6
88,images/image_000088.png,True,2.7766599655151367,4048,0.9341485,26.00375828587498,9,0,79.6
89,images/image_000089.png,True,0.4130362868309021,4062,0.9981521,42.55444742423801,4,7,79.6
90,images/image_000090.png,True,0.45178455114364624,4175,0.99810535,41.775584107101224,2,6,79.6
91,images/image_000091.png,True,1.3820745944976807,4211,0.9221964,32.06358263546643,3,8,79.6
92,images/image_000092.png,True,1.9599223136901855,4056,0.95565933,29.029435228816936,8,0,79.6
93,images/image_000093.png,True,1.0873240232467651,4140,0.97691876,34.14703183984146,0,9,79.6
94,images/image_000094.png,True,1.2216062545776367,4086,0.9819956,33.13558774207611,1,9,79.6
95,images/image_000095.png,True,1.6400871276855469,4165,0.9700861,30.57687367385776,6,2,79.6
96,images/image_000096.png,True,1.053031325340271,4134,0.99370724,34.42538630195629,1,8,79.6
97,images/image_000097.png,True,0.5184317827224731,4072,0.99747944,40.580379317595,1,9,79.6
98,images/image_000098.png,True,0.6026793718338013,4043,0.9951107,39.27248495152798,4,6,79.6
99,images/image_000099.png,True,1.9141852855682373,4104,0.9687538,29.234532588299977,1,9,79.6
TOTAL,,99/100,1.2115,4050,0.9765,34.37,,,79.6
